Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,30933.0,1628.0,1396.0,232.0,0.0,85.74938574938575,14.25061425061425,0.0,0.5924835783277085,0.19011680957159316,0.3272116751560698,51.995930257920534,76.52986035479991,1296.4502039593576,11541.738827176066,-10245.28862321671,0.7963453341273695,7.089520164113063,-6.293174829985694,581.0681479802151,0.356921466818314,72960.5875002144,0.9263754045307443,1145.0,0.3596938775510204,141.0,0.6403061224489796,251.0,0.07362459546925566,91.0,0.890357698289269,0.9263754045307443,0.9080095162569389,0.5947819590987035,0.8793848243180767,0.9448341176332525,0.8574938574938575,0.2908123305141336,0.7091876694858663,0.14250614250614252,0.8526892024068089,0.8574938574938575,0.8540527363247102,0.5947819590987035,0.8793848243180767,0.8950169335636472,0.7959666109895049,0.8574938574938575,1.129,0.001,1.1388072999999999,0.0,1138.8073,0.0,335414.0,4613899.0,247454.0,97.05159705159706,71.34520884520884,'Number of leaves: 1635\nSize of the tree: 1879\n',1879.0,1635.0,1635.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,29305.0,3256.0,2780.0,476.0,0.0,85.38083538083538,14.61916461916462,0.0,0.5804160060988817,0.19714437044779143,0.33446356923638876,53.91775516651449,78.22596862286098,2592.900410420958,26316.31768840224,-23723.41727798128,0.7963453348958717,8.08240715245769,-7.286061817561818,1111.6931869222865,0.3414291114626187,139586.7271163812,0.9255663430420712,2288.0,0.37244897959183676,292.0,0.6275510204081632,492.0,0.0744336569579288,184.0,0.8868217054263566,0.9255663430420712,0.9057798891528108,0.5830641717817742,0.8755871887589988,0.9424733676424315,0.8538083538083538,0.30069099035811936,0.6993090096418806,0.14619164619164618,0.8485340313605072,0.8538083538083538,0.8499638840705448,0.5830641717817742,0.8755864433092241,0.889133183139529,0.7898762459462685,0.8538083538083538,1.064,0.003,1.0764069,0.0,1076.4069,0.0,322346.0,4371327.0,490026.0,97.54299754299754,75.15356265356266,'Number of leaves: 1567\nSize of the tree: 1804\n',1804.0,1567.0,1567.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,27677.0,4884.0,4178.0,706.0,0.0,85.54463554463554,14.455364455364455,0.0,0.580516503890568,0.19336722527261152,0.3268601529777419,52.88453726247275,76.44764454670883,3889.3506200663232,27077.593459275737,-23188.242839209415,0.7963453358039155,5.544142804929512,-4.747797469125597,1727.1346381170542,0.35363117078563766,216861.80016002868,0.9314994606256742,3454.0,0.3843537414965986,452.0,0.6156462585034014,724.0,0.06850053937432578,254.0,0.8842805939580133,0.9314994606256742,0.9072760703966378,0.5845760015221589,0.8795360646955653,0.9438853155162065,0.8554463554463555,0.3083006363172799,0.6916993636827202,0.14455364455364456,0.8496087488765105,0.8554463554463555,0.8506820640999506,0.5845760015221589,0.8795373623303581,0.8959538408263847,0.7897568838519865,0.8554463554463555,0.862,0.004,0.8580055,0.0,858.0055,0.0,340294.0,4128755.0,732598.0,98.11629811629811,76.4946764946765,'Number of leaves: 1693\nSize of the tree: 1911\n',1911.0,1693.0,1693.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,26049.0,6512.0,5560.0,952.0,0.0,85.38083538083538,14.61916461916462,0.0,0.5811815776275057,0.19612895510756434,0.33129006556338825,53.63963100788622,77.48373401987568,5185.800833810535,44103.37944723761,-38917.578613427075,0.7963453368873671,6.772631978998405,-5.976286642111037,2238.45230727399,0.34374267617843823,281061.9820453806,0.9247572815533981,4572.0,0.36989795918367346,580.0,0.6301020408163265,988.0,0.07524271844660194,372.0,0.8874223602484472,0.9247572815533981,0.9057052297939778,0.583630212894467,0.8698616468735553,0.9379863871819316,0.8538083538083538,0.2989490314386292,0.7010509685613707,0.14619164619164618,0.848667388117516,0.8538083538083538,0.8501216904869708,0.583630212894467,0.8698623923233297,0.8856754065154845,0.79028430888606,0.8538083538083538,0.798,0.005,0.7644048999999999,0.015600099999999999,764.4049,15.6001,334578.0,3886183.0,975170.0,97.80405405405405,78.86210073710073,'Number of leaves: 1629\nSize of the tree: 1874\n',1874.0,1629.0,1629.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,24421.0,8140.0,6949.0,1191.0,0.0,85.36855036855037,14.631449631449632,0.0,0.5851442127884277,0.19575749533298312,0.32962232657531854,53.5377917018328,77.09367503305896,6482.251052905279,58740.39776145183,-52258.14670854655,0.7963453381947517,7.216265081259438,-6.419919743064686,2845.7800490904524,0.3496044286351907,357316.14221033786,0.9200647249190939,5686.0,0.3556122448979592,697.0,0.6443877551020408,1263.0,0.07993527508090614,494.0,0.890803697321009,0.9200647249190939,0.9051978030725145,0.5866125577540352,0.8801124017568193,0.9432057075754696,0.8536855036855037,0.289233023664369,0.710766976335631,0.1463144963144963,0.8493969474487322,0.8536855036855037,0.8508722142651208,0.5866125577540352,0.8801120240622669,0.890017766469895,0.7923890548857326,0.8536855036855037,0.701,0.006,0.7020045,0.015600099999999999,702.0045,15.6001,229334.0,3643611.0,1217742.0,97.56756756756756,74.23832923832924,'Number of leaves: 1106\nSize of the tree: 1273\n',1273.0,1106.0,1106.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,22793.0,9768.0,8362.0,1406.0,0.0,85.60606060606061,14.393939393939394,0.0,0.580360063066036,0.19391221015146273,0.3260098943323735,53.032843026088116,76.24878170274802,7778.701279086867,57363.81672066022,-49585.115441573354,0.7963453397918577,5.8726266094041994,-5.076281269612342,3441.8655632930745,0.3523613394034679,432157.2813480167,0.9339266450916937,6926.0,0.38945578231292516,916.0,0.6105442176870748,1436.0,0.06607335490830636,490.0,0.8831930629941341,0.9339266450916937,0.9078516188229127,0.5851087629849934,0.8804924966885351,0.9439402967494654,0.8560606060606061,0.3115897432818376,0.6884102567181624,0.14393939393939395,0.8500593461158069,0.8560606060606061,0.8509032962343456,0.5851087629849934,0.8804940980250878,0.8957327847678378,0.7895966836517556,0.8560606060606061,0.659,0.006,0.6552042,0.0,655.2042,0.0,237682.0,3401039.0,1460314.0,97.9013104013104,75.66543816543816,'Number of leaves: 1142\nSize of the tree: 1320\n',1320.0,1142.0,1142.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,21165.0,11396.0,9762.0,1634.0,0.0,85.66163566163566,14.338364338364338,0.0,0.5855531458769568,0.1919804928029993,0.32943514999279494,52.50421880146629,77.04989707130815,9075.151514830734,140631.64760704612,-131556.49609221538,0.7963453417717387,12.340439417957715,-11.544094076185976,4068.189366460073,0.3569839738908453,510793.3076129493,0.9305362921867776,8051.0,0.37645772594752186,1033.0,0.6235422740524781,1711.0,0.06946370781322238,601.0,0.8862835755173932,0.9305362921867776,0.90787099684258,0.5891002155702916,0.8744082411050412,0.9399642240292202,0.8566163566163566,0.3025377903771008,0.6974622096228992,0.14338364338364337,0.8510730008355402,0.8566163566163566,0.8522370044451287,0.5891002155702916,0.874408094043521,0.8845790669982038,0.7923453085478723,0.8566163566163566,0.517,0.008,0.49920319999999996,0.015600099999999999,499.2032,15.6001,272282.0,3158467.0,1702886.0,97.31484731484731,74.87276237276237,'Number of leaves: 1301\nSize of the tree: 1516\n',1516.0,1301.0,1301.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,19537.0,13024.0,11122.0,1902.0,0.0,85.39619164619165,14.603808353808354,0.0,0.5799930334686489,0.19768590751975876,0.3317971415694364,54.06419152429717,77.60233102877736,10371.601763730496,81728.40605794986,-71356.80429421937,0.7963453442667764,6.275215452852415,-5.47887010858564,4487.939653714374,0.3445899611267179,563490.3782623032,0.9265776699029126,9162.0,0.375,1176.0,0.625,1960.0,0.07342233009708737,726.0,0.8862449216482878,0.9265776699029126,0.9059626223672501,0.582877999905646,0.8722211730566013,0.9419262138710385,0.8539619164619164,0.3023842465590038,0.6976157534409961,0.14603808353808354,0.8485533712892183,0.8539619164619164,0.8499426245248846,0.582877999905646,0.8722213050633323,0.888721832410749,0.7896353819496849,0.8539619164619164,0.488,0.009,0.4836031,0.015600099999999999,483.6031,15.6001,219886.0,2915895.0,1945458.0,97.89619164619165,79.15003071253071,'Number of leaves: 1075\nSize of the tree: 1221\n',1221.0,1075.0,1075.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,17909.0,14652.0,12540.0,2112.0,0.0,85.58558558558559,14.414414414414415,0.0,0.5849437423165361,0.19412797654839742,0.3286965653874894,53.0907022875428,76.87715300341392,11668.05203116867,96362.63238685121,-84694.58035568254,0.7963453474726092,6.576756237158833,-5.780410889686223,5150.32518303178,0.3515100452519643,646649.2513307064,0.9283531103919453,10327.0,0.3727324263038549,1315.0,0.6272675736961452,2213.0,0.07164688960805465,797.0,0.8870468991582202,0.9283531103919453,0.9072300799437759,0.5879983913058558,0.8764789731666369,0.9417844753502408,0.8558558558558559,0.30023517176776543,0.6997648282322346,0.14414414414414414,0.850488094915449,0.8558558558558559,0.8517855211850786,0.5879983913058558,0.8764799272196406,0.8886103583276319,0.7920977563989299,0.8558558558558559,0.398,0.011,0.3900025,0.015600099999999999,390.0025,15.6001,196866.0,2673323.0,2188030.0,97.44062244062243,75.11261261261261,'Number of leaves: 948\nSize of the tree: 1088\n',1088.0,948.0,948.0
adult,1,weka.classifiers.trees.J48,'-R -N 3 -Q 1 -M 2',-217733168393644444,2.01706151255E7,16281.0,16280.0,13915.0,2365.0,0.0,85.47297297297297,14.527027027027026,0.0,0.5781640381396804,0.19648169763060602,0.3291981027105233,53.73386165609453,76.99445476931999,12964.50232546981,131362.3894669565,-118397.88714148669,0.7963453516873348,8.068942841950644,-7.27259749026331,5600.375439903709,0.3440034053994907,703144.898690527,0.9313106796116505,11511.0,0.386734693877551,1516.0,0.613265306122449,2404.0,0.06868932038834952,849.0,0.8836263145774161,0.9313106796116505,0.9068420845314531,0.5822996337335958,0.8726925752096956,0.9385067589677112,0.8547297297297297,0.3101537439956302,0.6898462560043698,0.14527027027027026,0.8488047306232414,0.8547297297297297,0.8498839273244949,0.5822996337335958,0.8726923913320845,0.8871636010811835,0.788566727474147,0.8547297297297297,0.338,0.028,0.3432022,0.015600099999999999,343.2022,15.6001,195986.0,2430751.0,2430602.0,97.22972972972973,71.22542997542998,'Number of leaves: 952\nSize of the tree: 1084\n',1084.0,952.0,952.0
